awarding_office,fain,award_num,org_type,recip_name_standardized,recipient_name,RecipientState,RecipientCountry,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause,for_cause_num
"NIH","F31AG077729","1F31AG077729-01A1","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,35118,35118,35118,,"RNA SPLICING REGULATION OF LIPID METABOLISM AND LONGEVITY IN C. ELEGANS","N/A - Departmental Authority","-",0
"NIH","F31GM150195","1F31GM150195-01A1","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,42957,41839,41839,1118,"MECHANISMS OF HETEROCHROMATIC TRANSCRIPTIONAL GENE SILENCING","N/A - Departmental Authority","-",0
"NIH","F31NS132412","1F31NS132412-01A1","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,34504,34504,34504,,"BIOLOGICAL NOVELTY THROUGH ADAPTIVE PROTEIN SYNTHESIS IN THE OCTOPUS","N/A - BILATERAL TERMINATION","-",0
"NIH","R01AI177514","1R01AI177514-01A1","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,763865,50833.86,50833.86,713031.14,"ELUCIDATING THE BIOLOGICAL MECHANISMS UNDERLYING THE ASSOCIATION BETWEEN EBV AND MS IN AFRICAN AMERICANS","N/A - Departmental Authority","-",0
"NIH","R01AI181938","1R01AI181938-01A1","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,790356,79866.31,79866.31,710489.6899999999,"GUT COMPLEMENT SYSTEM: INDUCTION AND PROTECTION AGAINST ENTERIC INFECTION","N/A - Departmental Authority","-",0
"NIH","R01AI186279","1R01AI186279-01A1","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,831622,,,831622,"CHARACTERIZATION OF INNATE IMMUNE SIGNALING PATHWAYS IN THE TICK IXODES SCAPULARIS","N/A - Departmental Authority","-",0
"NIH","R01DC021669","1R01DC021669-01A1","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,564134,31105.45,31105.45,533028.55,"TRANSCRIPTIONAL ADAPTATION AND SENSORY FUNCTION IN THE OLFACTORY SYSTEM","N/A - Departmental Authority","-",0
"NIH","R35GM156320","1R35GM156320-01","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,483990,309207.23,309207.23,174782.77,"EVOLUTIONARY TRADEOFFS IN ANTIBIOTIC RESISTANCE","N/A - Departmental Authority","-",0
"NIH","R35NS132196","1R35NS132196-01","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,915281,634417.1899999999,634417.1899999999,280863.81,"ELUCIDATING CUTANEOUS MECHANOSENSORY CIRCUITS, FROM DEVELOPMENT TO DISEASE","N/A - Departmental Authority","-",0
"NIH","R35NS137336","1R35NS137336-01","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,899035,819398,819398,79637,"ACTION AND INTERACTION OF NEUROTRANSMITTERS AND NEUROMODULATORS","N/A - Departmental Authority","-",0
"NIH","RF1AG074372","1RF1AG074372-01A1","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,2615789,2220665,2220665,395124,"THE CONFLUENCE OF EXTREME HEAT COLD ON THE HEALTH AND LONGEVITY OF AN AGING POPULATION WITH ALZHEIMERS AND RELATED DEMENTIA","N/A - Departmental Authority","-",0
"NIH","R01AI083365","2R01AI083365-16","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,713490.89,73833.73,73833.73,639657.16,"ENVELOPE BIOGENESIS IN ESCHERICHIA COLI AND PSEUDOMONAS AERUGINOSA","N/A - Departmental Authority","-",0
"NIH","R01AI148752","2R01AI148752-06","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,801392,338619.05,338619.05,462772.95,"DISCOVERY AND CHARACTERIZATION OF NEW BACTERIAL CELL WALL TARGETS AND INHIBITORS TO TREAT RESISTANT INFECTIONS","N/A - Departmental Authority","-",0
"NIH","DP1AG063419","5DP1AG063419-05","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,5915000,5886319,5886319,28681,"UNCOVERING MOLECULAR EFFECTORS OF MAMMALIAN AGING","N/A - Departmental Authority","-",0
"NIH","F30AI172238","5F30AI172238-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,142934,140582,140582,2352,"PINPOINTING HOW SINGLE-CELL STATES AFFECT GENETIC REGULATION OF HLA EXPRESSION IN AUTOIMMUNE DISEASES","N/A - Departmental Authority","-",0
"NIH","F31AR082220","5F31AR082220-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,75776,67562,67562,8214,"DEFINING KEY DIFFERENCES IN MOUSE FIBROBLASTS DURING DIGIT REGENERATION AND FIBROSIS","N/A - Departmental Authority","-",0
"NIH","F31DC020864","5F31DC020864-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,67852,62606,62606,5246,"THE ROLE OF THE MOTOR SYSTEM IN SPEECH AND LANGUAGE IN AUTISM","N/A - BILATERAL TERMINATION","-",0
"NIH","F31NS127357","5F31NS127357-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,69490,69490,69490,,"THE ROLE OF SCIATIC NERVE INFLAMMATION IN DIABETIC NEUROPATHY","N/A - BILATERAL TERMINATION","-",0
"NIH","F31NS127399","5F31NS127399-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,90472,85442,85442,5030,"DISSECTING THE FORWARD TRAFFICKING OF PRESYNAPTIC VOLTAGE GATED CALCIUM CHANNELS","N/A - BILATERAL TERMINATION","-",0
"NIH","F31NS127518","5F31NS127518-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,70908,62754,62754,8154,"SUBCELLULAR PROTEOMIC INVESTIGATION OF PROJECTION NEURON GROWTH CONES IN DEVELOPING MOUSE CORTEX","N/A - BILATERAL TERMINATION","-",0
"NIH","F32GM143919","5F32GM143919-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,210154,195074,195074,15080,"ANION ABSTRACTION FROM HYPERVALENT SILANES: ENANTIOSELECTIVE SYNTHESIS OF COMPOUNDS BEARING CARBON AND SILICON STEREOGENIC CENTERS","N/A - Departmental Authority","-",0
"NIH","F32HL168844","5F32HL168844-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,169079,141146,141146,27933,"UNDERSTANDING THE EFFECTS OF SLEEP DEPRIVATION ON THE GUTS CELLULAR HOMEOSTATIC PROCESS","N/A - Departmental Authority","-",0
"NIH","K24AG069176","5K24AG069176-10","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,661000,566640,566640,94360,"A RESEARCH MENTORING PROGRAM IN GERIATRIC REHABILITATIVE CARE","N/A - Departmental Authority","-",0
"NIH","K99CA283146","5K99CA283146-02","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,243633,179246,179246,64387,"DIETARY PREVENTION FOR COLORECTAL CANCER: TARGETING THE BILE ACID/GUT MICROBIOME AXIS","N/A - Departmental Authority","-",0
"NIH","K99GM146243","5K99GM146243-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,216040,210446,210446,5594,"THE GENETIC CONTROL OF NEURONAL NUMBER AND BEHAVIOR","N/A - Departmental Authority","-",0
"NIH","K99GM151398","5K99GM151398-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,249480,195468,195468,54012,"INVESTIGATING HOW BHLH CIRCUITS INTEGRATE SIGNALS FOR CELL FATE DECISIONS","N/A - Departmental Authority","-",0
"NIH","K99GM151568","5K99GM151568-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,249934,187740,187740,62194,"BIOPHYSICAL CUES SHAPING MACROPHAGE AND T- CELL FUNCTIONS","N/A - BILATERAL TERMINATION","-",0
"NIH","P42ES030990","5P42ES030990-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,8339987,8116442.22,8116442.22,223544.78,"METALS AND METAL MIXTURES: COGNITIVE AGING, REMEDIATION AND EXPOSURE SOURCES (MEMCARE)","N/A - Departmental Authority","-",0
"NIH","R01AG042463","5R01AG042463-10","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,2692778,2661419,2661419,31359,"IMPACT OF SOCIAL COHESION ON FUNCTIONAL RECOVERY AFTER EARTHQUAKE AND TSUNAMI","N/A - Departmental Authority","-",0
"NIH","R01AG072086","5R01AG072086-05","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,3129600,3113556,3113556,16044,"DIRECT AND INDIRECT EFFECTS OF GDF11 IN THE AGING CENTRAL NERVOUS SYSTEM","N/A - Departmental Authority","-",0
"NIH","R01AI153404","5R01AI153404-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,3726139,3570779.59,3570779.59,155359.41,"DETERMINING THE INTERACTIONS BETWEEN MOSQUITO OOGENESIS AND PLASMODIUM FALCIPARUM SURVIVAL AND TRANSMISSION","N/A - Departmental Authority","-",0
"NIH","R01AI153521","5R01AI153521-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,3719693,3399710,3399710,319983,"IDENTIFICATION AND ANALYSIS OF COMPENSATORY MUTATIONS THAT SUPPORT THE EVOLUTION OF ANTIBIOTIC RESISTANCE IN NEISSERIA GONORRHOEAE","N/A - Departmental Authority","-",0
"NIH","R01AR057352","5R01AR057352-15","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,2554567,2462819,2462819,91748,"CHARACTERIZATION OF THE INSULIN TO AUTOPHAGY PATHWAY IN MUSCLES","N/A - Departmental Authority","-",0
"NIH","R01AR074385","5R01AR074385-05","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,3391609,3285925.92,3285925.92,105683.08,"ELUCIDATION OF THE ROLE OF CREB5 IN SYNOVIAL JOINT FORMATION","N/A - Departmental Authority","-",0
"NIH","R01AT011447","5R01AT011447-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,5343393,4924982,4924982,418411,"SPINAL CORD NOCICEPTIVE CIRCUITS THAT DELIVER OUTPUTS TO THE BRAIN TO INITIATE PAIN","N/A - Departmental Authority","-",0
"NIH","R01CA240299","5R01CA240299-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,1727941,1622469,1622469,105472,"STATISTICAL METHODS FOR CANCER GENOMICS AND CELL-FREE DNA ANALYSIS","N/A - Departmental Authority","-",0
"NIH","R01DK121409","5R01DK121409-05","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,8279085,8266119,8266119,12966,"MAPPING PROTEIN COMMUNICATION BETWEEN ORGANS IN HOMEOSTASIS AND DISEASE","N/A - Departmental Authority","-",0
"NIH","R01DK127278","5R01DK127278-04","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,1676800,1506128,1506128,170672,"INVESTIGATING THE ROLE OF PHD3 IN LIPID HOMEOSTASIS","N/A - Departmental Authority","-",0
"NIH","R01ES031065","5R01ES031065-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,3110588,2574138,2574138,536450,"PER- AND POLYFLUOROALKYL SUBSTANCES MIXTURES AND MATERNAL CARDIOVASCULAR DISEASE RISK ACROSS THE REPRODUCTIVE LIFE COURSE","N/A - Departmental Authority","-",0
"NIH","R01ES031943","5R01ES031943-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,2642435,2167626,2167626,474809,"METALS AND DEVELOPMENTAL ORIGINS OF LATE LIFE COGNITIVE FUNCTION","N/A - Departmental Authority","-",0
"NIH","R01GM046498","5R01GM046498-33","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,1744564,1470070,1470070,274494,"RNA POLYMERASE II TRANSCRIPTION INITIATION COMPLEX","N/A - Departmental Authority","-",0
"NIH","R01GM122928","5R01GM122928-08","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,1879579,1848411,1848411,31168,"INFORMATION INTEGRATION AND ENERGY EXPENDITURE IN EUKARYOTIC GENE REGULATION","N/A - Departmental Authority","-",0
"NIH","R01GM138872","5R01GM138872-04","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,1888532,1751002,1751002,137530,"UNDERSTANDING THE LINK BETWEEN SLEEP DEPRIVATION AND OXIDATIVE STRESS","N/A - Departmental Authority","-",0
"NIH","R01HD093761","5R01HD093761-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,3317314,3169862,3169862,147452,"LONG-TERM HEALTH CONSEQUENCES OF BIRTH BY CESAREAN SECTION","N/A - Departmental Authority","-",0
"NIH","R01HD095766","5R01HD095766-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,3346835,3250995,3250995,95840,"BOTSWANA BIRTH OUTCOMES SURVEILLANCE EXTENSION","N/A - Departmental Authority","-",0
"NIH","R01HG006399","5R01HG006399-13","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,2013310.73,1829956,1829956,183354.73,"LEVERAGING FUNCTIONAL DATA TO PREDICT DISEASE RISK IN MULTI-ETHNIC POPULATIONS","N/A - Departmental Authority","-",0
"NIH","R01HL035464","5R01HL035464-33","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,2960284,2518181,2518181,442103,"DIETARY ETIOLOGIES OF HEART DISEASE","N/A - Departmental Authority","-",0
"NIH","R01HL149912","5R01HL149912-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,3217872,2756958,2756958,460914,"PRIMECARE TRIAL: PREVENTING ISCHEMIC HEART DISEASE WITH MHEALTH, ELECTRONIC DECISION SUPPORT, AND COMMUNITY HEALTH WORKERS.","N/A - Departmental Authority","-",0
"NIH","R01NS103891","5R01NS103891-05","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,2463866,2430608,2430608,33258,"PROSPECTIVE STUDY OF VITAMIN D AND MS RISK IN AFRICAN AMERICANS","N/A - Departmental Authority","-",0
"NIH","R01NS116753","5R01NS116753-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,2888753,2794169,2794169,94584,"DISTRIBUTIONAL REINFORCEMENT LEARNING IN THE BRAIN","N/A - Departmental Authority","-",0
"NIH","R01NS118402","5R01NS118402-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,4716450,3879249,3879249,837201,"SINGLE-CELL COMPUTATION IN AUDITORY BRAINSTEM AND ITS IMPACT ON CORTICAL CODING AND BEHAVIOR","N/A - Departmental Authority","-",0
"NIH","R01TW012394","5R01TW012394-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,631289,533516,533516,97773,"FEASIBILITY OF A COMMUNITY-ENGAGED SOCIAL MARKETING STRATEGY TO REDUCE HIV-RELATED STIGMA AND IMPROVE HEALTH AMONG YOUNG PEOPLE","N/A - Departmental Authority","-",0
"NIH","R21AI171308","5R21AI171308-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,466063,440384,440384,25679,"IDENTIFICATION AND CHARACTERIZATION OF A COMPREHENSIVE SET OF FACTORS REQUIRED FOR SPORULATION AND GERMINATION IN BACILLUS ANTHRACIS","N/A - Departmental Authority","-",0
"NIH","R21AI172369","5R21AI172369-02","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,454941,352841,352841,102100,"GENETIC MODULATORS OF SERUM RESISTANCE IN NEISSERIA GONORRHOEAE","N/A - Departmental Authority","-",0
"NIH","R21AI178272","5R21AI178272-02","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,453273,447936,447936,5337,"IDENTIFYING CHLAMYDIA TRACHOMATIS FACTORS THAT MEDIATE PD-L1 UPREGULATION","N/A - Departmental Authority","-",0
"NIH","R25GM109436","5R25GM109436-08","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,1266078,1260669,1260669,5409,"DIVERSITY IN BIOMEDICAL SCIENCES VIA PERSONALIZED RESEARCH AND EDUCATION PROGRAMS","N/A - Departmental Authority","-",0
"NIH","R35NS127216","5R35NS127216-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,2475651,2308177,2308177,167474,"ADAPTATION AND FEASIBILITY OF MANY MEN MANY VOICES (3MV), AN HIV PREVENTION INTERVENTION TO REDUCE INTERSECTIONAL STIGMA AND INCREASE HIVST AMONG YSMM RESIDING IN GHANAIAN SLUMS","N/A - Departmental Authority","-",0
"NIH","R37CA225655","5R37CA225655-08","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,3013060,3013060,3013060,,"ILLUMINATING THE EVOLUTIONARY HISTORY OF COLORECTAL CANCER METASTASIS: BASIC PRINCIPLES AND CLINICAL APPLICATIONS","N/A - Departmental Authority","-",0
"NIH","T32MH017119","5T32MH017119-38","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,2190466,1982285,1982285,208181,"TRAINING PROGRAM IN PSYCHIATRIC GENETICS AND TRANSLATIONAL RESEARCH","N/A - Departmental Authority","-",0
"NIH","UC2DK126023","5UC2DK126023-05","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,3951635,3570744,3570744,380891,"EX VIVO GENERATION OF FUNCTIONAL KIDNEY TISSUES FOR TRANSPLANTATION","N/A - Departmental Authority","-",0
"NIH","UG3MH123386","5UG3MH123386-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,2358045,2341904,2341904,16141,"A TOOL FOR SYNAPSE-LEVEL CIRCUIT ANALYSIS OF HUMAN CEREBRAL CORTEX SPECIMENS.","N/A - Departmental Authority","-",0
"NIH","R01CA243454","7R01CA243454-06","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",06may2025,3185111,2688135,2688135,496976,"PREBIOTIC EFFECT OF EICOSAPENTAENOIC ACID TREATMENT FOR COLORECTAL CANCER LIVERMETASTASIS","N/A - Departmental Authority","-",0
"NIH","K00AG089852","8K00AG089852-03","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",06may2025,178735,165978,165978,12757,"MIRNA CONTROL OF SYNAPTIC STABILITY AND STRUCTURAL PLASTICITY","N/A - Departmental Authority","-",0
"NIH","R01AG044346","5R01AG044346-10","University / Academic","HARVARD UNIVERSITY","HARVARD COLLEGE PRESIDENT & FELLOWS OF","MASSACHUSETTS","UNITED STATES",13may2025,1634875,1634875,1634875,,"MECHANISMS SPECIFIC TO THE BENEFICIAL EFFECTS OF DIETARY RESTRICTION","N/A - Departmental Authority","-",0
"CDC","T42OH008416","18T42OH008416","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,8765065.529999999,8765065.529999999,8765065.529999999,,"OCCUPATIONAL SAFETY AND HEALTH EDUCATION AND RESEARCH CENTERS (T42) - 2023","N/A - Termination for Cause","X",1
"CDC","U48DP006376","19U48DP006376","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,4538868,4443847.9,4443847.9,95020.10000000001,"HEALTH PROMOTION AND DISEASE PREVENTION RESEARCH CENTERS","N/A - Termination for Cause","X",1
"CDC","R01TS000315","20R01TS000315","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,1499719,1023878.43,1023878.43,475840.57,"IDENTIFY AND EVALUATE POTENTIAL RISK FACTORS FOR AMYOTROPHIC LATERAL SCLEROSIS (ALS)","N/A - Termination for Cause","X",1
"CDC","R01TS000318","20R01TS000318","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,1499585,566537.89,566537.89,933047.11,"IDENTIFY AND EVALUATE POTENTIAL RISK FACTORS FOR AMYOTROPHIC LATERAL SCLEROSIS (ALS)","N/A - Termination for Cause","X",1
"CDC","U19OH008861","21U19OH008861","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,4801696,3807529.81,3807529.81,994166.1899999999,"NIOSH CENTERS OF EXCELLENCE FOR TOTAL WORKER HEALTH® (U19)","N/A - Termination for Cause","X",1
"CDC","R01TS000338","22R01TS000338","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,1283121,716841.53,716841.53,566279.47,"IDENTIFY AND EVALUATE POTENTIAL RISK FACTORS FOR AMYOTROPHIC LATERAL SCLEROSIS (ALS) - 2022","N/A - Termination for Cause","X",1
"CDC","R21OH012626","23R21OH012626","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,499913,298947.12,298947.12,200965.88,"EXPLORATORY/DEVELOPMENTAL GRANTS RELATED TO THE WORLD TRADE CENTER HEALTH PROGRAM (R21) - 2023","N/A - Termination for Cause","X",1
"CDC","T42OH008416","23T42OH008416","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,3773114,2936478.4,2936478.4,836635.6,"OCCUPATIONAL SAFETY AND HEALTH EDUCATION AND RESEARCH CENTERS (T42) - 2023","N/A - Termination for Cause","X",1
"CDC","NH78TU000001","24NH78TU000001","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,784000,121036.43,121036.43,662963.5699999999,"REGIONAL CENTERS FOR PUBLIC HEALTH PREPAREDNESS AND RESPONSE - 2024","N/A - Termination for Cause","X",1
"CDC","U48DP006785","24U48DP006785","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,986241,329684.69,329684.69,656556.3100000001,"HEALTH PROMOTION AND DISEASE PREVENTION RESEARCH CENTERS: RFA-DP-24-004 - 2024","N/A - Termination for Cause","X",1
"CDC","U48DP006873","24U48DP006873","University / Academic","HARVARD UNIVERSITY","PRESIDENT AND FELLOWS OF HARVARD COLLEGE","MASSACHUSETTS","UNITED STATES",20may2025,298442,19636.49,19636.49,278805.51,"HEALTH PROMOTION AND DISEASE PREVENTION RESEARCH CENTERS: 2024 SPECIAL INTEREST PROJECT COMPETITIVE SUPPLEMENTS (SIPS) - 2024","N/A - Termination for Cause","X",1
