awarding_office,fain,award_num,recipient_name,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause
"NIH","F31AA031420","1F31AA031420-01A1","UNIVERSITY OF TENNESSEE KNOXVILLE",19mar2025,48974,34424.71,34424.71,14549.29,"Examining Proximal Associations between Minority Stress PTSD Symptoms and Alcohol Use among Bi+ College
Students with Trauma Histories","N/A - Departmental Authority","-"
"NIH","F31AA031605","1F31AA031605-01","UNIVERSITY OF MEMPHIS",18mar2025,40769,31143.2,31143.2,9625.799999999999,"A Mixed Methods Study to Enhance Alcohol Treatment Help- seeking and Engagement Among Gender Diverse Adults","N/A - Departmental Authority","-"
"NIH","F31AA031618","1F31AA031618-01","UNIVERSITY OF NEBRASKA LINCOLN",18mar2025,48974,33485.24,33485.24,15488.76,"Post-Traumatic Stress and Alcohol Use as Mechanisms Explaining IPV Among Bisexual Women Who Disclose Sexual Violence to Partners: Examining Minority Stress as a
Moderator","N/A - Departmental Authority","-"
"NIH","F31AI176760","1F31AI176760-01A1","Columbia University",14mar2025,48974,48974,48974,0,"Host Factors Required by Human Parainfluenza Virus 3:
Determinants of entry and viral spread","N/A - Departmental
Authority","-"
"NIH","F31AI176851","1F31AI176851-01A1","Columbia University",14mar2025,36053,33701,33701,2352,"Investigating the potential of wastewater surveillance data to improve SARS-CoV-2 dynamical modeling and forecasting","N/A - Departmental Authority","-"
"NIH","F31AI178878","1F31AI178878-01A1","JOHNS HOPKINS UNIVERSITY",10mar2025,48974,38375.25,38375.25,10598.75,"Epidemiological factors related to human monkeypox virus
(MPOX) in men who have sex with men (MSM) in the United States","N/A - Departmental Authority","-"
"NIH","F31AI181431","1F31AI181431-01A1","UNIVERSITY OF WASHINGTON",18mar2025,48974,32441.8,32441.8,16532.2,"Prevention of Chlamydia trachomatis infections: Evaluation of vaccination and post-exposure prophylactic antibiotic use
as population-level strategies","N/A - Departmental Authority","-"
"NIH","F31AI181556","1F31AI181556-01","Columbia University",14mar2025,48974,44270,44270,4704,"Mechanistic insights into lipid A modification by the
phosphoethanolamine transferase MCR-1","N/A - Departmental
Authority","-"
"NIH","F31DA062473","1F31DA062473-01","UNIV OF NORTH CAROLINA CHAPEL HILL",18mar2025,40441,17392.82,17392.82,23048.18,"Social safety as a novel mechanism of risk for problematic substance use among sexual and gender minority youth","N/A - Departmental Authority","-"
"NIH","F31DK137600","1F31DK137600-01A1","Columbia University",14mar2025,48974,48970.43,48970.43,3.57,"Acetylation as a novel post-translational modification of
MafA","N/A - Departmental
Authority","-"
"NIH","F31DK142531","1F31DK142531-01","Columbia University",14mar2025,48974,9852.780000000001,9852.780000000001,39121.22,"Immature neutrophil migration promotes inflammation
during obesity","N/A - Departmental
Authority","-"
"NIH","F31GM153136","1F31GM153136-01","JOHNS HOPKINS UNIVERSITY",03mar2025,48974,22238.9,22238.9,26735.1,"Understanding how chromosomal makeup and cross-sex hormone administration affect wound healing in mice","N/A - Departmental Authority","-"
"NIH","F31HD114449","1F31HD114449-01A1","Columbia University",14mar2025,48974,15051.67,15051.67,33922.33,"Biomechanics and mechanobiology of human uterine
fibroids","N/A - Departmental
Authority","-"
"NIH","F31HD114466","1F31HD114466-01A1","Columbia University",14mar2025,48974,48874,48874,100,"Brain-wide neural mechanisms enhancing maternal
behavioral response to infant cues","N/A - Departmental
Authority","-"
"NIH","F31HD115324","1F31HD115324-01","Columbia University",14mar2025,42574,28425,28425,14149,"Associations among maternal stress infant epigenetics and behavioral and cognitive development across the first few
years of life","N/A - Departmental Authority","-"
"NIH","F31MD019521","1F31MD019521-01A1","UNIVERSITY OF HOUSTON",12mar2025,36978,10584,10584,26394,"A multi-level study of the link between fear of deportation and mental health in Latinx young adults: The role of systemic inflammation and related risk and protective
factors","N/A - Departmental Authority","-"
"NIH","F31MD019985","1F31MD019985-01","JOHNS HOPKINS UNIVERSITY",18mar2025,48974,28307.06,28307.06,20666.94,"Characterizing Economic Determinants of Violence and Safety Disparities Among Sexual and Gender Diverse Populations","N/A - Departmental Authority","-"
"NIH","F31MH134720","1F31MH134720-01A1","MEDICAL COLLEGE OF WISCONSIN",18mar2025,48974,35587.3,35587.3,13386.7,"Understanding Patient Level Implementation Determinants Related to Long-acting Injectable HIV Pre-Exposure Prophylaxis among Young Men Who Have Sex with Men
Living in Rural Areas","N/A - Departmental Authority","-"
"NIH","F31MH135828","1F31MH135828-01","UNIVERSITY OF MIAMI SCHOOL OF MEDICINE",21mar2025,47694,32652.72,32652.72,15041.28,"Employment as prevention: Adapting a structural intervention to achieve HIV equity among immigrant Latino
MSM.","N/A - Departmental Authority","-"
"NIH","F31MH136729","1F31MH136729-01A1","FORDHAM UNIVERSITY",18mar2025,48974,0,0,48974,"Determining the role of discrimination in clinical presentation and treatment response among sexual minority people with OCD: A machine learning approach","N/A - Departmental Authority","-"
"NIH","F31MH136856","1F31MH136856-01","JOHNS HOPKINS UNIVERSITY",18mar2025,48974,37756.27,37756.27,11217.73,"Aligning HIV services with gender diverse community priorities through person-centered care: a mixed methods
study in India","N/A - Departmental Authority","-"
"NIH","F31MH138075","1F31MH138075-01","DUKE UNIVERSITY",12mar2025,42014,28262.76,28262.76,13751.24,"Intersectional Discrimination and Sexual Health Among
Young Black Men who Have Sex with Men: A Mixed Methods Study","N/A - Departmental Authority","-"
"NIH","F31MH138212","1F31MH138212-01","UNIVERSITY OF MIAMI SCHOOL OF MEDICINE",18mar2025,42749,31066.47,31066.47,11682.53,"Exploring Acceptability & Potential Reach of Game-Based & Social Network Strategies for Improving PrEP & HIV Self- Testing Uptake among Latinx Sexual Minority Men Living in
an EHE Priority Jurisdiction","N/A - Departmental Authority","-"
"NIH","F31MH139225","1F31MH139225-01","JOHNS HOPKINS UNIVERSITY",18mar2025,42574,4704,4704,37870,"Structural Stigma and Mental Health Among Transgender and Gender Diverse Adults Living in the Rural United States","N/A - Departmental Authority","-"
"NIH","F31MH139392","1F31MH139392-01","GEORGE WASHINGTON UNIVERSITY",18mar2025,48974,6724,6724,42250,"HIV risk messaging and medical mistrust in the era of Undetectable=Untransmittable: Psychosocial and Behavioral Implications among Black Latino/a/e/x and Multiracial
Sexual and Gender Minorities","N/A - Departmental Authority","-"
"NIH","F31NR021239","1F31NR021239-01","Columbia University",14mar2025,48974,46549,46549,2425,"Personal Healthcare Networks of Transgender and Gender-
Diverse Adults After Gender-Affirming Surgery","N/A - Departmental
Authority","-"
"NIH","F31NR021243","1F31NR021243-01","UNIVERSITY OF MIAMI CORAL
GABLES",18mar2025,48974,22374.39,22374.39,26599.61,"Intergenerational and Cultural Drivers of Depressive
Symptoms in Hispanic Sexual Minority Youth","N/A - Departmental
Authority","-"
"NIH","F31NR021247","1F31NR021247-01","OHIO STATE UNIVERSITY",18mar2025,42104,21801.91,21801.91,20302.09,"Client and clinician priorities for same-day PrEP and DoxyPEP awareness uptake and persistence in primary care.","N/A - Departmental Authority","-"
"NIH","F31NR021330","1F31NR021330-01","Columbia University",14mar2025,51974,37168,37168,14806,"The Role of Social Determinants in Reproductive Coercion: Understanding Health Information and Support Needs","N/A - Departmental Authority","-"
"NIH","F32MH138253","1F32MH138253-01","YALE UNIVERSITY",18mar2025,77908,1086.58,1086.58,76821.42,"Training in Behavioral Design Interventions to Address
Stigma among Men Who have Sex with Men","N/A - Departmental
Authority","-"
"NIH","G13LM014426","1G13LM014426-01","UNIVERSITY OF WASHINGTON",12mar2025,47535,0,0,47535,"Securing Health Equity: Philosophical Foundations for Equality and Social Justice in Public Health and Health Care","N/A - Departmental Authority","-"
"NIH","K01ES036202","1K01ES036202-01A1","Columbia University",14mar2025,157841,20264.53,20264.53,137576.47,"Establishing a unified evaluation and implementation
framework to inform heat-health warning systems","N/A - Departmental
Authority","-"
"NIH","K01MH132899","1K01MH132899-01A1","University of Minnesota",10mar2025,187261,103877.04,103877.04,83383.96000000001,"Using Data Science to Quantify the Impact of
Misinformation, Mistrust, and Other Key Psychosocial Factors on Vaccine Hesitancy Among Vulnerable People Experiencing Psychopathology","N/A - Departmental Authority","-"
"NIH","K23HD112599","1K23HD112599-01A1","CHILDREN'S RESEARCH
INSTITUTE",10mar2025,155322,81941.77,81941.77,73380.23,"CAREGIVER DECISION MAKING FOR SEASONAL
RESPIRATORY VACCINES FOR CHILDREN","N/A - Departmental
Authority","-"
"NIH","K23MH134111","1K23MH134111-01","VIRGINIA COMMONWEALTH UNIVERSITY",18mar2025,205308,197638.79,197638.79,7669.21,"Using youth-engaged methods to develop and evaluate a
measure for disordered eating behaviors in transgender and gender-diverse youth","N/A - Departmental Authority","-"
"NIH","K23MH137389","1K23MH137389-01","HUNTER COLLEGE",18mar2025,211103,117677.83,117677.83,93425.17,"ALIVE: Development and feasibility of a psychosocial intervention for sexual and gender minority autistic adults","N/A - Departmental Authority","-"
"NIH","K43TW012850","1K43TW012850-01","HANOI MEDICAL UNIVERSITY",18mar2025,66427,66427,66427,0,"Adapting an evidence-based intervention to improve HIV
testing and PrEP uptake among young men who have sex with men in Vietnam","N/A - Departmental Authority","-"
"NIH","K99ES035895","1K99ES035895-01A1","Columbia University",14mar2025,126333,69367.63,69367.63,56965.37,"Spatiotemporal effects and associations between deforestation and alcohol and tobacco use in Indonesia","N/A - Departmental Authority","-"
"NIH","OT2OD035659","1OT2OD035659-01","HEALTHY TARRANT COUNTY
COLLABORATION",22mar2025,1447396,951403.11,951403.11,495992.89,"Macro-level Health Considerations of Community and
Criminal Justice System Relationships in North Texas","N/A - Departmental
Authority","-"
"NIH","OT2OD035669","1OT2OD035669-01","ASIAN COMMUNITY HEALTH COALITION",22mar2025,1499985,1142797.5,1142797.5,357187.5,"Asian Community-Led Health Equity Structural Intervention (Asian CHESI)","N/A - Departmental Authority","-"
"NIH","OT2OD035834","1OT2OD035834-01","ASIAN AMERICAN HEALTH
COALITION/HOUSTON",22mar2025,1491475,511332.65,511332.65,980142.35,"Addressing Systemic Barriers Impacting Health in CHC
Communities","N/A - Departmental
Authority","-"
"NIH","OT2OD035877","1OT2OD035877-01","MY BROTHER'S KEEPER, INC.",22mar2025,1500000,1500000,1500000,0,"Achieving Optimal Sexual and Reproductive Health (SRWH
Project)","N/A - Departmental
Authority","-"
"NIH","OT2OD035935","1OT2OD035935-01","URBAN HEALTH PARTNERSHIPS",28feb2025,1500000,1177852.31,1177852.31,322147.69,"Leveraging a community-driven approach to address the impact of social determinants of health on structural inequities among Miami-Dade County's intergenerational
LGBTQ+ Community","N/A - Departmental Authority","-"
"NIH","OT2OD036428","1OT2OD036428-01","UNIVERSITY OF CALIFORNIA- IRVINE",22mar2025,4300147,2808694.07,2808694.07,1491452.93,"All of Us Southern California Consortium (AoUSCC):
Engagement Enrollment and Retention of Diverse Populations","N/A - Departmental Authority","-"
"NIH","OT2OD037655","1OT2OD037655-01","NEW YORK UNIVERSITY",22mar2025,450000,136649.15,136649.15,313350.85,"Building a Diverse Network to Support and Build Pathways for Historically Underrepresented Students in Quantitative- Focused Research Areas Within the All of Us Research Program","N/A - Departmental Authority","-"
"NIH","OT2OD037880","1OT2OD037880-01","COMPREHENSIVE CANCER
CENTER/ UNIV/PR",22mar2025,1000000,187837.64,187837.64,812162.36,"NATIONAL LATINO NETWORK (NLN) FOR PRECISION
MEDICINE AND HEALTH DISPARITIES RESEARCH","N/A - Departmental
Authority","-"
"NIH","P20AG093975","1P20AG093975-01","Columbia University",14mar2025,1397411,161078.29,161078.29,1236332.71,"Climate and Health: Action and Research for
Transformational Change (CHART)","N/A - Departmental
Authority","-"
"NIH","P20TW012808","1P20TW012808-01","Columbia University",14mar2025,1061973,0,0,1061973,"Anga Center for Climate Justice Health Equity and
Community Wellbeing","N/A - Departmental
Authority","-"
"NIH","P50MD019473","1P50MD019473-01","STATE UNIVERSITY OF NEW
YORK AT BUFFALO",12mar2025,724502,81501.67999999999,81501.67999999999,643000.3199999999,"Igniting Hope in Buffalo New York communities: Training the
Next Generation of Health Equity Researchers","N/A - Departmental
Authority","-"
"NIH","P50MD019475","1P50MD019475-01","ICAHN SCHOOL OF MEDICINE
AT MOUNT SINAI",20mar2025,759917,18974.39,18974.39,740942.61,"The Institute for Health Equity Research Catalyst Center","N/A - Departmental
Authority","-"
"NIH","R01AA031637","1R01AA031637-01A1","PACIFIC INSTITUTE FOR RES
AND EVALUATION",20mar2025,668532,425705.04,425705.04,242826.96,"The Role of Local Structural Stigma in Alcohol Related
Inequities among SGM Young Adults","N/A - Departmental
Authority","-"
"NIH","R01AG087121","1R01AG087121-01A1","UNIVERSITY OF MICHIGAN AT
ANN ARBOR",21mar2025,1059015,11011.57,11011.57,1048003.43,"ADRD risk and resilience among Black Americans: A 20-year
longitudinal study","N/A - Departmental
Authority","-"
"NIH","R01AG089099","1R01AG089099-01","RUTGERS THE STATE
UNIVERSITY OF NEW JERSEY",11mar2025,739827,141547.72,141547.72,598279.28,"Social Networks and Cognitive Health among Black and
Latino sexual minority men in NJ","N/A - Departmental
Authority","-"
"NIH","R01AI181732","1R01AI181732-01A1","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",20mar2025,1628180,72484.33,72484.33,1555695.67,"The Doxy-PEP Impact Study: a multi-city US longitudinal
cohort to evaluate doxy-PEP field effectiveness investigate associated antimicrobial resistance and establish doxy-PEP to need ratios","N/A - Departmental Authority","-"
"NIH","R01AI182165","1R01AI182165-01","COLUMBIA UNIVERSITY HEALTH SCIENCES",10mar2025,866647,388782.55,388782.55,477864.45,"Text4Vax: Understanding the Effectiveness and Implementation of Text Message Reminders for Pediatric
COVID-19 and Influenza Vaccines","N/A - Departmental Authority","-"
"NIH","R01AI186641","1R01AI186641-01","The Regents of the University
of California, San Francisco",20mar2025,781821,161465.21,161465.21,620355.79,"Randomized Directly Observed Therapy Study to Interpret
Clinical Trials of Doxy-PEP","N/A - Departmental
Authority","-"
"NIH","R01AI189309","1R01AI189309-01","Johns Hopkins University",20mar2025,771490,24623.55,24623.55,746866.45,"Impact of Gender Affirming Hormone Therapy on HIV Viral Dynamics and Immune Responses in Transgender Women","N/A - Departmental Authority","-"
"NIH","R01CA279145","1R01CA279145-01A1","Columbia University",14mar2025,694771,400375.19,400375.19,294395.81,"SPECTRUM (Studying PRIDE to Enhance Cancer screening
guidelines for TRansgender Users of gender-affirMing hormones)","N/A - Departmental Authority","-"
"NIH","R01DA058994","1R01DA058994-01A1","UNIVERSITY OF RHODE ISLAND",20mar2025,771618,30454.67,30454.67,741163.33,"Network-based study design statistical and modeling solutions for HIV among populations that use illicit substances: Informing interventions and policy in real-world
settings using existing data","N/A - Departmental Authority","-"
"NIH","R01DA059240","1R01DA059240-01A1","FLORIDA STATE UNIVERSITY",20mar2025,701204,229654.53,229654.53,471549.47,"Characterizing Intersectional Geospatial Stigma and
Affirmation Landscapes and Their Influence on Black and Latino Bisexual Men At Risk for Substance Abuse and HIV","N/A - Departmental Authority","-"
"NIH","R01DA059480","1R01DA059480-01A1","UNIVERSITY OF OKLAHOMA
HLTH SCIENCES CTR",21mar2025,406246,109269.43,109269.43,296976.57,"Elucidating minority stress influences on tobacco use at the
intersection of sexual orientation and rurality","N/A - Departmental
Authority","-"
"NIH","R01DA061247","1R01DA061247-01","NORTHWESTERN UNIVERSITY
AT CHICAGO",12mar2025,777568,172284.98,172284.98,605283.02,"SILOS: Structural Inequities across Layers Of Social-Context
as Drivers of HIV and Substance Use","N/A - Departmental
Authority","-"
"NIH","R01DA061345","1R01DA061345-01","UNIVERSITY OF CALIFORNIA
LOS ANGELES",20mar2025,439153,4681.37,4681.37,434471.63,"Race & Place: The Impacts of Racial Inequality on Substance
Use and HIV Outcomes in Los Angeles","N/A - Departmental
Authority","-"
"NIH","R01DA061661","1R01DA061661-01","UNIVERSITY OF CONNECTICUT STORRS",20mar2025,773845,121168.96,121168.96,652676.04,"Optimizing a Just-in-Time Adaptive Intervention to Increase
Uptake of Chemsex Harm Reduction Services in MSM: A Micro-randomized Trial","N/A - Departmental Authority","-"
"NIH","R01ES036258","1R01ES036258-01","COLUMBIA UNIVERSITY
HEALTH SCIENCES",20mar2025,430305,73867.96000000001,73867.96000000001,356437.04,"Reframing personal and community report back of
consumer products by centering intersectionality","N/A - Departmental
Authority","-"
"NIH","R01GM155395","1R01GM155395-01","UNIVERSITY OF PITTSBURGH AT
PITTSBURGH",21mar2025,879690,327394.83,327394.83,552295.17,"Promoting Inclusive Excellence","N/A - Departmental
Authority","-"
"NIH","R01HD110428","1R01HD110428-01A1","UNIVERSITY OF PITTSBURGH AT PITTSBURGH",10mar2025,633148,177430.94,177430.94,455717.06,"MODELING ADOLESCENT HEALTH CARE DECISION-MAKING
FOR VACCINES: A COMMUNITY- BASED PARTICIPATORY APPROACH","N/A - Departmental Authority","-"
"NIH","R01HD111516","1R01HD111516-01A1","UNIVERSITY OF PENNSYLVANIA",21mar2025,698557,171166.03,171166.03,527390.97,"Intervention to improve parent communication about
sexuality with sexual minority male adolescents","N/A - Departmental
Authority","-"
"NIH","R01HD112464","1R01HD112464-01A1","UNIVERSITY OF CALIFORNIA,
SAN FRANCISCO",21mar2025,538719,126042.69,126042.69,412676.31,"Health and economic consequences of changing federal and
state policies on reproductive health.","N/A - Departmental
Authority","-"
"NIH","R01HD115551","1R01HD115551-01","NORTHWESTERN UNIVERSITY
AT CHICAGO",21mar2025,718900,5852.91,5852.91,713047.09,"Understanding multilevel predictors affecting family
formation among sexual and gender minority couples","N/A - Departmental
Authority","-"
"NIH","R01HD115881","1R01HD115881-01","EMORY UNIVERSITY",03mar2025,377894,280949.79,280949.79,96944.21000000001,"Microbiome mediated effects of gender affirming hormone therapy in mice","N/A - Departmental Authority","-"
"NIH","R01HD115921","1R01HD115921-01","BOSTON CHILDREN'S HOSPITAL",21mar2025,800403,378920.04,378920.04,421482.96,"The effects of gender-affirming sex steroids on brain
development in adolescents","N/A - Departmental
Authority","-"
"NIH","R01HL168489","1R01HL168489-01A1","COLUMBIA UNIVERSITY
HEALTH SCIENCES",21mar2025,1628588,671672.1,671672.1,956915.9,"A daily diary examination of the influence of intersectional
stigma on blood pressure","N/A - Departmental
Authority","-"
"NIH","R01HL169503","1R01HL169503-01A1","NEW YORK UNIVERSITY",21mar2025,636567,411804.1,411804.1,224762.9,"Geographically-Explicit Ecological Momentary Assessment Protocol to Assess the Linkages Between Intersectional Discrimination and CVD Risk Among Sexual and Gender
Minorities","N/A - Departmental Authority","-"
"NIH","R01HL177518","1R01HL177518-01","MEDICAL COLLEGE OF
WISCONSIN",21mar2025,779771,42222.65,42222.65,737548.35,"Cardiometabolic Impact of Gender-Affirming Hormone
Therapy in Transmasculine Young Adults","N/A - Departmental
Authority","-"
"NIH","R01MD018582","1R01MD018582-01A1","UNIVERSITY OF PITTSBURGH AT
PITTSBURGH",21mar2025,785097,288924.46,288924.46,496172.54,"Psychosocial Predictors of Risk for Suicidal Behavior Among
Gender Minority Adolescents","N/A - Departmental
Authority","-"
"NIH","R01MD019956","1R01MD019956-01","YALE UNIVERSITY",12mar2025,1054907,104710.88,104710.88,950196.12,"Theoretically Informed Behavioral Intervention to Enhance QOL and Prevent HIV-related Comorbidities in Ethnic and
Racial Sexual Minority Men","N/A - Departmental Authority","-"
"NIH","R01MD020284","1R01MD020284-01","DREXEL UNIVERSITY",12mar2025,812946,11712.42,11712.42,801233.58,"Measures of structural stigmatization and discrimination for HIV research with Latine sexual and gender minorities","N/A - Departmental Authority","-"
"NIH","R01MH135498","1R01MH135498-01A1","UNIVERSITY OF WISCONSIN MILWAUKEE",21mar2025,423369,10779.45,10779.45,412589.55,"Using digital photovoice to explore the relationships between social media content and suicidality among
transgender adolescents","N/A - Departmental Authority","-"
"NIH","R01MH137695","1R01MH137695-01","VANDERBILT UNIVERSITY",20mar2025,651915,153998.35,153998.35,497916.65,"Measuring and Mapping Trajectories of Risk and Resilience
for Suicidal Thoughts and Behaviors in Sexual and Gender Minority Preteens","N/A - Departmental Authority","-"
"NIH","R01MH138225","1R01MH138225-01","YALE UNIVERSITY",21mar2025,709213,80595.00999999999,80595.00999999999,628617.99,"A Multi-Level Integrated Strategy to Optimize PrEP Adherence for Black MSM and Accelerate Implementation at
Scale","N/A - Departmental Authority","-"
"NIH","R01MH138237","1R01MH138237-01","UNIVERSITY OF MIAMI CORAL GABLES",20mar2025,788119,128031.73,128031.73,660087.27,"Leveraging a Strategic Alliance of Community-Based Implementers and Researchers to Characterize Protocolize and Scale Up Local Implementation Strategies for Ending the
HIV Epidemic among Latino MSM","N/A - Departmental Authority","-"
"NIH","R01MH138335","1R01MH138335-01","OHIO STATE UNIVERSITY",20mar2025,815881,0,0,815881,"Bisexual adolescents' and young adults' risk for depression and suicidal ideation: Developmental trajectories risk and protective factors and underlying mechanisms","N/A - Departmental Authority","-"
"NIH","R01MH140023","1R01MH140023-01","VANDERBILT UNIVERSITY",20mar2025,722293,0,0,722293,"Mental Health Effects of Marriage Policy: Evidence from Linked Administrative Data in New Zealand","N/A - Departmental Authority","-"
"NIH","R01NR021461","1R01NR021461-01","YALE UNIVERSITY",20mar2025,2432517,73197.39999999999,73197.39999999999,2359319.6,"Examining Non-Congregate Shelter Effects on Mental Health
Crises through Community Health Partnerships in Connecticut","N/A - Departmental Authority","-"
"NIH","R01NR021691","1R01NR021691-01A1","GEORGE WASHINGTON UNIVERSITY",12mar2025,676457,77560.98,77560.98,598896.02,"Identifying multilevel facilitators of care outcomes among
Positive Deviants to design an intervention for Black sexual minority men living with HIV","N/A - Departmental Authority","-"
"NIH","R01TW012904","1R01TW012904-01","UNIVERSITY OF WASHINGTON",20mar2025,207738,76124.17,76124.17,131613.83,"Kabawil: Adapting an Intervention to Reduce Intersectional Stigmas among Indigenous Sexual Minority Men and
Traditional Healers in Mesoamerica","N/A - Departmental Authority","-"
"NIH","R03AA031740","1R03AA031740-01","MONTANA STATE UNIVERSITY -
BOZEMAN",20mar2025,80316,9536,9536,70780,"Romantic Relationships, Discrimination Stressors, and
Alcohol Use among Sexual and Gender Minority Adults","N/A - Departmental
Authority","-"
"NIH","R03CA289560","1R03CA289560-01","MAYO CLINIC ROCHESTER",20mar2025,80700,80677.36,80677.36,22.64,"Refinement of a Training Module to Improve Discussions of Sexual Orientation and Gender Identity in Cancer Clinics","N/A - Departmental Authority","-"
"NIH","R03ES035509","1R03ES035509-01","Columbia University",12mar2025,185979,123212.7,123212.7,62766.3,"Drinking water contaminants and fetal loss in Northern
California","N/A - Departmental
Authority","-"
"NIH","R13AI188929","1R13AI188929-01","GORDON RESEARCH
CONFERENCES",20mar2025,3100,0,0,3100,"2025 Sex Differences in Immunity Gordon Research
Conference and Gordon Research Seminar","N/A - Departmental
Authority","-"
"NIH","R13HD117635","1R13HD117635-01","UNIVERSITY OF OKLAHOMA
HLTH SCIENCES CTR",20mar2025,10000,0,0,10000,"Be Curious Not Judgmental: The 4th National Symposium on
Sexual Behavior of Youth","N/A - Departmental
Authority","-"
"NIH","R13HL173969","1R13HL173969-01","SOCIETY OF BEHAVIORAL
MEDICINE",21mar2025,79300,79300,79300,0,"Society of Behavioral Medicine 2024 Annual Meeting &
Scientific Sessions","N/A - Departmental
Authority","-"
"NIH","R13HL177880","1R13HL177880-01","GORDON RESEARCH
CONFERENCES",20mar2025,5000,5000,5000,0,"2025 Cardiac Arrhythmia Mechanisms Gordon Research
Conference and Gordon Research Seminar","N/A - Departmental
Authority","-"
"NIH","R13MD019531","1R13MD019531-01","UNIVERSITY OF CALIFORNIA
BERKELEY",21mar2025,47451,1250,1250,46201,"SOCIAL MEDICINE CASES FOR HEALTH EQUITY","N/A - Departmental
Authority","-"
"NIH","R13MH136663","1R13MH136663-01","NEW YORK STATE PSYCHIATRIC INSTITUTE",20mar2025,30000,0,0,30000,"Enhancing Diversity Equity and Inclusion in Mental Health Research: American Psychopathological Association Annual
Meetings","N/A - Departmental Authority","-"
"NIH","R13MH138043","1R13MH138043-01","EMORY UNIVERSITY",12mar2025,20000,0,0,20000,"National LGBT Health Conference 2024","N/A - Departmental
Authority","-"
"NIH","R15AA030898","1R15AA030898-01A1","UNIVERSITY OF NORTH
CAROLINA CHARLOTTE",20mar2025,458269,83130.17,83130.17,375138.83,"Reconstruction of an SGM-specific sexual violence peer
support program (SSS+)","N/A - Departmental
Authority","-"
"NIH","R15AI176375","1R15AI176375-01","BENTLEY UNIVERSITY",10mar2025,379139,204031.34,204031.34,175107.66,"COVID-19 Vaccine Uptake and Risk Mitigation Behaviors:
Understanding the Role of Institutional Trust","N/A - Departmental
Authority","-"
"NIH","R15GM152943","1R15GM152943-01","UNIVERSITY OF TENNESSEE
CHATTANOOGA",10mar2025,331246,106492.66,106492.66,224753.34,"Mathematical Modeling and Scientific Computing for
Infectious Disease Research","N/A - Departmental
Authority","-"
"NIH","R21AA030373","1R21AA030373-01A1","TEXAS TECH UNIVERSITY",28feb2025,397892,186777.17,186777.17,211114.83,"Internal Sources of Minority Stress and Alcohol Consumption","N/A - Departmental
Authority","-"
"NIH","R21AA031548","1R21AA031548-01A1","VIRGINIA POLYTECHNIC INST AND ST UNIV",20mar2025,218293,17733.22,17733.22,200559.78,"Daily Impact of Sexual Minority Stress on Alcohol-Related Intimate Partner Violence among Bisexual+ Young Adults: A
Couples' Daily Diary Study","N/A - Departmental Authority","-"
"NIH","R21AG087792","1R21AG087792-01","FENWAY COMMUNITY HEALTH CENTER",21mar2025,443875,32191.48,32191.48,411683.52,"Bridge to Belonging (B2B): Peer led intervention to reduce loneliness and depression among older gay and bisexual
men","N/A - Departmental Authority","-"
"NIH","R21AI178840","1R21AI178840-01A1","CASE WESTERN RESERVE UNIVERSITY",21mar2025,241500,125345.9,125345.9,116154.1,"Defining the neovaginal microbiome after gender affirming vaginoplasty","N/A - Departmental Authority","-"
"NIH","R21AI183544","1R21AI183544-01A1","NEW YORK BLOOD CENTER",10mar2025,267121,0,0,267121,"Understanding transgender women's immune and
behavioral responses to seasonal COVID-19 vaccines to improve their uptake","N/A - Departmental Authority","-"
"NIH","R21CA284313","1R21CA284313-01","UNIVERSITY OF ROCHESTER",28feb2025,325032,221209.09,221209.09,103822.91,"TRANSforma Tu Salud Dejando de Fumar: Advancing
smoking cessation among transgender individuals","N/A - Departmental
Authority","-"
"NIH","R21CA292185","1R21CA292185-01","MASSACHUSETTS GENERAL
HOSPITAL",21mar2025,439966,1623.52,1623.52,438342.48,"Adapting and testing a smoking cessation intervention for
transgender and gender-diverse individuals","N/A - Departmental
Authority","-"
"NIH","R21DA060856","1R21DA060856-01A1","UNIVERSITY OF CALIFORNIA, SAN DIEGO",21mar2025,202308,15974.43,15974.43,186333.57,"CHAMPION - Combining HIV And Stimulant Prevention and Treatment Interventions Optimized for HIV-Negative MSM","N/A - Departmental Authority","-"
"NIH","R21DA062591","1R21DA062591-01","GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY",21mar2025,420319,49287.82,49287.82,371031.18,"Optimizing long-acting injectable PrEP strategies for sexual minority men who use methamphetamine","N/A - Departmental Authority","-"
"NIH","R21HD110617","1R21HD110617-01A1","YALE UNIVERSITY",21mar2025,463689,278015.35,278015.35,185673.65,"Development and Initial Trial of Brief Interventions to Help
Parents of Stigmatized Youth Reduce Distress and Strengthen Attachment","N/A - Departmental Authority","-"
"NIH","R21HD110837","1R21HD110837-01A1","ARIZONA STATE UNIVERSITY-
TEMPE CAMPUS",10mar2025,419796,216989.05,216989.05,199806.95,"REDUCING VACCINE HESITANCY AMONG HISPANIC PARENTS
OF COVID-19 VACCINE-ELIGIBLE CHILDREN","N/A - Departmental
Authority","-"
"NIH","R21HD115480","1R21HD115480-01A1","Columbia University",14mar2025,295355,34232.81,34232.81,261122.19,"Strengthening informed consent for authentic participation
in perinatal HIV research","N/A - Departmental
Authority","-"
